date,store_id,product_id,sales,day,month,year,weekday,is_weekend,lag_1,rolling_mean_7
2023-05-10,1,1,182,10,5,2023,2,0,160.0,164.0
2023-05-11,1,1,180,11,5,2023,3,0,182.0,165.28571428571428
2023-05-12,1,1,166,12,5,2023,4,0,180.0,166.71428571428572
2023-05-13,1,1,154,13,5,2023,5,1,166.0,167.71428571428572
2023-05-14,1,1,154,14,5,2023,6,1,154.0,167.85714285714286
2023-05-15,1,1,169,15,5,2023,0,0,154.0,166.57142857142858
2023-05-16,1,1,170,16,5,2023,1,0,169.0,166.42857142857142
2023-05-17,1,1,177,17,5,2023,2,0,170.0,167.85714285714286
2023-05-18,1,1,169,18,5,2023,3,0,177.0,167.14285714285714
2023-05-19,1,1,167,19,5,2023,4,0,169.0,165.57142857142858
2023-05-20,1,1,154,20,5,2023,5,1,167.0,165.71428571428572
2023-05-21,1,1,155,21,5,2023,6,1,154.0,165.71428571428572
2023-05-22,1,1,167,22,5,2023,0,0,155.0,165.85714285714286
2023-05-23,1,1,183,23,5,2023,1,0,167.0,165.57142857142858
2023-05-24,1,1,176,24,5,2023,2,0,183.0,167.42857142857142
2023-05-25,1,1,168,25,5,2023,3,0,176.0,167.28571428571428
2023-05-26,1,1,166,26,5,2023,4,0,168.0,167.14285714285714
2023-05-27,1,1,160,27,5,2023,5,1,166.0,167.0
2023-05-28,1,1,154,28,5,2023,6,1,160.0,167.85714285714286
2023-05-29,1,1,164,29,5,2023,0,0,154.0,167.71428571428572
2023-05-30,1,1,180,30,5,2023,1,0,164.0,167.28571428571428
2023-05-31,1,1,178,31,5,2023,2,0,180.0,166.85714285714286
2023-06-01,1,1,159,1,6,2023,3,0,178.0,167.14285714285714
2023-06-02,1,1,165,2,6,2023,4,0,159.0,165.85714285714286
2023-06-03,1,1,162,3,6,2023,5,1,165.0,165.71428571428572
2023-06-04,1,1,155,4,6,2023,6,1,162.0,166.0
2023-06-05,1,1,170,5,6,2023,0,0,155.0,166.14285714285714
2023-06-06,1,1,184,6,6,2023,1,0,170.0,167.0
2023-06-07,1,1,179,7,6,2023,2,0,184.0,167.57142857142858
2023-06-08,1,1,169,8,6,2023,3,0,179.0,167.71428571428572
2023-06-09,1,1,160,9,6,2023,4,0,169.0,169.14285714285714
2023-06-10,1,1,158,10,6,2023,5,1,160.0,168.42857142857142
2023-06-11,1,1,162,11,6,2023,6,1,158.0,167.85714285714286
2023-06-12,1,1,168,12,6,2023,0,0,162.0,168.85714285714286
2023-06-13,1,1,178,13,6,2023,1,0,168.0,168.57142857142858
2023-06-14,1,1,177,14,6,2023,2,0,178.0,167.71428571428572
2023-06-15,1,1,173,15,6,2023,3,0,177.0,167.42857142857142
2023-06-16,1,1,169,16,6,2023,4,0,173.0,168.0
2023-06-17,1,1,153,17,6,2023,5,1,169.0,169.28571428571428
2023-06-18,1,1,161,18,6,2023,6,1,153.0,168.57142857142858
2023-06-19,1,1,169,19,6,2023,0,0,161.0,168.42857142857142
2023-06-20,1,1,181,20,6,2023,1,0,169.0,168.57142857142858
2023-06-21,1,1,177,21,6,2023,2,0,181.0,169.0
2023-06-22,1,1,176,22,6,2023,3,0,177.0,169.0
2023-06-23,1,1,170,23,6,2023,4,0,176.0,169.42857142857142
2023-06-24,1,1,150,24,6,2023,5,1,170.0,169.57142857142858
2023-06-25,1,1,167,25,6,2023,6,1,150.0,169.14285714285714
2023-06-26,1,1,164,26,6,2023,0,0,167.0,170.0
2023-06-27,1,1,172,27,6,2023,1,0,164.0,169.28571428571428
2023-06-28,1,1,165,28,6,2023,2,0,172.0,168.0
2023-06-29,1,1,170,29,6,2023,3,0,165.0,166.28571428571428
2023-06-30,1,1,165,30,6,2023,4,0,170.0,165.42857142857142
2023-07-01,1,1,158,1,7,2023,5,1,165.0,164.71428571428572
2023-07-02,1,1,160,2,7,2023,6,1,158.0,165.85714285714286
2023-07-03,1,1,164,3,7,2023,0,0,160.0,164.85714285714286
2023-07-04,1,1,182,4,7,2023,1,0,164.0,164.85714285714286
2023-07-05,1,1,185,5,7,2023,2,0,182.0,166.28571428571428
2023-07-06,1,1,177,6,7,2023,3,0,185.0,169.14285714285714
2023-07-07,1,1,156,7,7,2023,4,0,177.0,170.14285714285714
2023-07-08,1,1,172,8,7,2023,5,1,156.0,168.85714285714286
2023-07-09,1,1,163,9,7,2023,6,1,172.0,170.85714285714286
2023-07-10,1,1,173,10,7,2023,0,0,163.0,171.28571428571428
2023-07-11,1,1,171,11,7,2023,1,0,173.0,172.57142857142858
2023-07-12,1,1,180,12,7,2023,2,0,171.0,171.0
2023-07-13,1,1,177,13,7,2023,3,0,180.0,170.28571428571428
2023-07-14,1,1,166,14,7,2023,4,0,177.0,170.28571428571428
2023-07-15,1,1,166,15,7,2023,5,1,166.0,171.71428571428572
2023-07-16,1,1,170,16,7,2023,6,1,166.0,170.85714285714286
2023-07-17,1,1,164,17,7,2023,0,0,170.0,171.85714285714286
2023-07-18,1,1,183,18,7,2023,1,0,164.0,170.57142857142858
2023-07-19,1,1,183,19,7,2023,2,0,183.0,172.28571428571428
2023-07-20,1,1,176,20,7,2023,3,0,183.0,172.71428571428572
2023-07-21,1,1,159,21,7,2023,4,0,176.0,172.57142857142858
2023-07-22,1,1,169,22,7,2023,5,1,159.0,171.57142857142858
2023-07-23,1,1,166,23,7,2023,6,1,169.0,172.0
2023-07-24,1,1,163,24,7,2023,0,0,166.0,171.42857142857142
2023-07-25,1,1,179,25,7,2023,1,0,163.0,171.28571428571428
2023-07-26,1,1,183,26,7,2023,2,0,179.0,170.71428571428572
2023-07-27,1,1,179,27,7,2023,3,0,183.0,170.71428571428572
2023-07-28,1,1,167,28,7,2023,4,0,179.0,171.14285714285714
2023-07-29,1,1,164,29,7,2023,5,1,167.0,172.28571428571428
2023-07-30,1,1,175,30,7,2023,6,1,164.0,171.57142857142858
2023-07-31,1,1,180,31,7,2023,0,0,175.0,172.85714285714286
2023-08-01,1,1,176,1,8,2023,1,0,180.0,175.28571428571428
2023-08-02,1,1,180,2,8,2023,2,0,176.0,174.85714285714286
2023-08-03,1,1,177,3,8,2023,3,0,180.0,174.42857142857142
2023-08-04,1,1,160,4,8,2023,4,0,177.0,174.14285714285714
2023-08-05,1,1,157,5,8,2023,5,1,160.0,173.14285714285714
2023-08-06,1,1,157,6,8,2023,6,1,157.0,172.14285714285714
2023-08-07,1,1,168,7,8,2023,0,0,157.0,169.57142857142858
2023-08-08,1,1,188,8,8,2023,1,0,168.0,167.85714285714286
2023-08-09,1,1,179,9,8,2023,2,0,188.0,169.57142857142858
2023-08-10,1,1,173,10,8,2023,3,0,179.0,169.42857142857142
2023-08-11,1,1,174,11,8,2023,4,0,173.0,168.85714285714286
2023-08-12,1,1,162,12,8,2023,5,1,174.0,170.85714285714286
2023-08-13,1,1,168,13,8,2023,6,1,162.0,171.57142857142858
2023-08-14,1,1,170,14,8,2023,0,0,168.0,173.14285714285714
2023-08-15,1,1,173,15,8,2023,1,0,170.0,173.42857142857142
2023-08-16,1,1,186,16,8,2023,2,0,173.0,171.28571428571428
2023-08-17,1,1,171,17,8,2023,3,0,186.0,172.28571428571428
2023-08-18,1,1,168,18,8,2023,4,0,171.0,172.0
2023-08-19,1,1,161,19,8,2023,5,1,168.0,171.14285714285714
2023-08-20,1,1,168,20,8,2023,6,1,161.0,171.0
2023-08-21,1,1,172,21,8,2023,0,0,168.0,171.0
2023-08-22,1,1,182,22,8,2023,1,0,172.0,171.28571428571428
2023-08-23,1,1,177,23,8,2023,2,0,182.0,172.57142857142858
2023-08-24,1,1,189,24,8,2023,3,0,177.0,171.28571428571428
2023-08-25,1,1,165,25,8,2023,4,0,189.0,173.85714285714286
2023-08-26,1,1,171,26,8,2023,5,1,165.0,173.42857142857142
2023-08-27,1,1,168,27,8,2023,6,1,171.0,174.85714285714286
2023-08-28,1,1,176,28,8,2023,0,0,168.0,174.85714285714286
2023-08-29,1,1,185,29,8,2023,1,0,176.0,175.42857142857142
2023-08-30,1,1,176,30,8,2023,2,0,185.0,175.85714285714286
2023-08-31,1,1,185,31,8,2023,3,0,176.0,175.71428571428572
2023-09-01,1,1,169,1,9,2023,4,0,185.0,175.14285714285714
2023-09-02,1,1,172,2,9,2023,5,1,169.0,175.71428571428572
2023-09-03,1,1,167,3,9,2023,6,1,172.0,175.85714285714286
2023-09-04,1,1,174,4,9,2023,0,0,167.0,175.71428571428572
2023-09-05,1,1,178,5,9,2023,1,0,174.0,175.42857142857142
2023-09-06,1,1,182,6,9,2023,2,0,178.0,174.42857142857142
2023-09-07,1,1,183,7,9,2023,3,0,182.0,175.28571428571428
2023-09-08,1,1,166,8,9,2023,4,0,183.0,175.0
2023-09-09,1,1,157,9,9,2023,5,1,166.0,174.57142857142858
2023-09-10,1,1,165,10,9,2023,6,1,157.0,172.42857142857142
2023-09-11,1,1,181,11,9,2023,0,0,165.0,172.14285714285714
2023-09-12,1,1,194,12,9,2023,1,0,181.0,173.14285714285714
2023-09-13,1,1,183,13,9,2023,2,0,194.0,175.42857142857142
2023-09-14,1,1,174,14,9,2023,3,0,183.0,175.57142857142858
2023-09-15,1,1,171,15,9,2023,4,0,174.0,174.28571428571428
2023-09-16,1,1,168,16,9,2023,5,1,171.0,175.0
2023-09-17,1,1,172,17,9,2023,6,1,168.0,176.57142857142858
2023-09-18,1,1,188,18,9,2023,0,0,172.0,177.57142857142858
2023-09-19,1,1,187,19,9,2023,1,0,188.0,178.57142857142858
2023-09-20,1,1,196,20,9,2023,2,0,187.0,177.57142857142858
2023-09-21,1,1,180,21,9,2023,3,0,196.0,179.42857142857142
2023-09-22,1,1,174,22,9,2023,4,0,180.0,180.28571428571428
2023-09-23,1,1,165,23,9,2023,5,1,174.0,180.71428571428572
2023-09-24,1,1,167,24,9,2023,6,1,165.0,180.28571428571428
2023-09-25,1,1,177,25,9,2023,0,0,167.0,179.57142857142858
2023-09-26,1,1,185,26,9,2023,1,0,177.0,178.0
2023-09-27,1,1,185,27,9,2023,2,0,185.0,177.71428571428572
2023-09-28,1,1,180,28,9,2023,3,0,185.0,176.14285714285714
2023-09-29,1,1,180,29,9,2023,4,0,180.0,176.14285714285714
2023-09-30,1,1,180,30,9,2023,5,1,180.0,177.0
2023-10-01,1,1,168,1,10,2023,6,1,180.0,179.14285714285714
2023-10-02,1,1,177,2,10,2023,0,0,168.0,179.28571428571428
2023-10-03,1,1,189,3,10,2023,1,0,177.0,179.28571428571428
2023-10-04,1,1,205,4,10,2023,2,0,189.0,179.85714285714286
2023-10-05,1,1,184,5,10,2023,3,0,205.0,182.71428571428572
2023-10-06,1,1,180,6,10,2023,4,0,184.0,183.28571428571428
2023-10-07,1,1,177,7,10,2023,5,1,180.0,183.28571428571428
2023-10-08,1,1,173,8,10,2023,6,1,177.0,182.85714285714286
2023-10-09,1,1,184,9,10,2023,0,0,173.0,183.57142857142858
2023-10-10,1,1,191,10,10,2023,1,0,184.0,184.57142857142858
2023-10-11,1,1,195,11,10,2023,2,0,191.0,184.85714285714286
2023-10-12,1,1,179,12,10,2023,3,0,195.0,183.42857142857142
2023-10-13,1,1,177,13,10,2023,4,0,179.0,182.71428571428572
2023-10-14,1,1,173,14,10,2023,5,1,177.0,182.28571428571428
2023-10-15,1,1,175,15,10,2023,6,1,173.0,181.71428571428572
2023-10-16,1,1,186,16,10,2023,0,0,175.0,182.0
2023-10-17,1,1,190,17,10,2023,1,0,186.0,182.28571428571428
2023-10-18,1,1,185,18,10,2023,2,0,190.0,182.14285714285714
2023-10-19,1,1,188,19,10,2023,3,0,185.0,180.71428571428572
2023-10-20,1,1,172,20,10,2023,4,0,188.0,182.0
2023-10-21,1,1,168,21,10,2023,5,1,172.0,181.28571428571428
2023-10-22,1,1,171,22,10,2023,6,1,168.0,180.57142857142858
2023-10-23,1,1,180,23,10,2023,0,0,171.0,180.0
2023-10-24,1,1,181,24,10,2023,1,0,180.0,179.14285714285714
2023-10-25,1,1,197,25,10,2023,2,0,181.0,177.85714285714286
2023-10-26,1,1,180,26,10,2023,3,0,197.0,179.57142857142858
2023-10-27,1,1,185,27,10,2023,4,0,180.0,178.42857142857142
2023-10-28,1,1,166,28,10,2023,5,1,185.0,180.28571428571428
2023-10-29,1,1,180,29,10,2023,6,1,166.0,180.0
2023-10-30,1,1,182,30,10,2023,0,0,180.0,181.28571428571428
2023-10-31,1,1,181,31,10,2023,1,0,182.0,181.57142857142858
2023-11-01,1,1,186,1,11,2023,2,0,181.0,181.57142857142858
2023-11-02,1,1,193,2,11,2023,3,0,186.0,180.0
2023-11-03,1,1,180,3,11,2023,4,0,193.0,181.85714285714286
2023-11-04,1,1,172,4,11,2023,5,1,180.0,181.14285714285714
2023-11-05,1,1,163,5,11,2023,6,1,172.0,182.0
2023-11-06,1,1,189,6,11,2023,0,0,163.0,179.57142857142858
2023-11-07,1,1,200,7,11,2023,1,0,189.0,180.57142857142858
2023-11-08,1,1,201,8,11,2023,2,0,200.0,183.28571428571428
2023-11-09,1,1,184,9,11,2023,3,0,201.0,185.42857142857142
2023-11-10,1,1,180,10,11,2023,4,0,184.0,184.14285714285714
2023-11-11,1,1,176,11,11,2023,5,1,180.0,184.14285714285714
2023-11-12,1,1,168,12,11,2023,6,1,176.0,184.71428571428572
2023-11-13,1,1,184,13,11,2023,0,0,168.0,185.42857142857142
2023-11-14,1,1,196,14,11,2023,1,0,184.0,184.71428571428572
2023-11-15,1,1,197,15,11,2023,2,0,196.0,184.14285714285714
2023-11-16,1,1,182,16,11,2023,3,0,197.0,183.57142857142858
2023-11-17,1,1,175,17,11,2023,4,0,182.0,183.28571428571428
2023-11-18,1,1,178,18,11,2023,5,1,175.0,182.57142857142858
2023-11-19,1,1,179,19,11,2023,6,1,178.0,182.85714285714286
2023-11-20,1,1,173,20,11,2023,0,0,179.0,184.42857142857142
2023-11-21,1,1,179,21,11,2023,1,0,173.0,182.85714285714286
2023-11-22,1,1,193,22,11,2023,2,0,179.0,180.42857142857142
2023-11-23,1,1,185,23,11,2023,3,0,193.0,179.85714285714286
2023-11-24,1,1,178,24,11,2023,4,0,185.0,180.28571428571428
2023-11-25,1,1,172,25,11,2023,5,1,178.0,180.71428571428572
2023-11-26,1,1,182,26,11,2023,6,1,172.0,179.85714285714286
2023-11-27,1,1,185,27,11,2023,0,0,182.0,180.28571428571428
2023-11-28,1,1,194,28,11,2023,1,0,185.0,182.0
2023-11-29,1,1,188,29,11,2023,2,0,194.0,184.14285714285714
2023-11-30,1,1,172,30,11,2023,3,0,188.0,183.42857142857142
2023-12-01,1,1,186,1,12,2023,4,0,172.0,181.57142857142858
2023-12-02,1,1,186,2,12,2023,5,1,186.0,182.71428571428572
2023-12-03,1,1,176,3,12,2023,6,1,186.0,184.71428571428572
2023-12-04,1,1,186,4,12,2023,0,0,176.0,183.85714285714286
2023-12-05,1,1,195,5,12,2023,1,0,186.0,184.0
2023-12-06,1,1,204,6,12,2023,2,0,195.0,184.14285714285714
2023-12-07,1,1,194,7,12,2023,3,0,204.0,186.42857142857142
2023-12-08,1,1,184,8,12,2023,4,0,194.0,189.57142857142858
2023-12-09,1,1,176,9,12,2023,5,1,184.0,189.28571428571428
2023-12-10,1,1,178,10,12,2023,6,1,176.0,187.85714285714286
2023-12-11,1,1,179,11,12,2023,0,0,178.0,188.14285714285714
2023-12-12,1,1,192,12,12,2023,1,0,179.0,187.14285714285714
2023-12-13,1,1,200,13,12,2023,2,0,192.0,186.71428571428572
2023-12-14,1,1,189,14,12,2023,3,0,200.0,186.14285714285714
2023-12-15,1,1,182,15,12,2023,4,0,189.0,185.42857142857142
2023-12-16,1,1,171,16,12,2023,5,1,182.0,185.14285714285714
2023-12-17,1,1,181,17,12,2023,6,1,171.0,184.42857142857142
2023-12-18,1,1,179,18,12,2023,0,0,181.0,184.85714285714286
2023-12-19,1,1,196,19,12,2023,1,0,179.0,184.85714285714286
2023-12-20,1,1,196,20,12,2023,2,0,196.0,185.42857142857142
2023-12-21,1,1,183,21,12,2023,3,0,196.0,184.85714285714286
2023-12-22,1,1,188,22,12,2023,4,0,183.0,184.0
2023-12-23,1,1,177,23,12,2023,5,1,188.0,184.85714285714286
2023-12-24,1,1,189,24,12,2023,6,1,177.0,185.71428571428572
2023-12-25,1,1,195,25,12,2023,0,0,189.0,186.85714285714286
2023-12-26,1,1,191,26,12,2023,1,0,195.0,189.14285714285714
2023-12-27,1,1,193,27,12,2023,2,0,191.0,188.42857142857142
2023-12-28,1,1,186,28,12,2023,3,0,193.0,188.0
2023-12-29,1,1,175,29,12,2023,4,0,186.0,188.42857142857142
2023-12-30,1,1,176,30,12,2023,5,1,175.0,186.57142857142858
2023-12-31,1,1,187,31,12,2023,6,1,176.0,186.42857142857142
2023-01-08,1,2,188,8,1,2023,6,1,183.0,195.57142857142858
2023-01-09,1,2,200,9,1,2023,0,0,188.0,196.85714285714286
2023-01-10,1,2,206,10,1,2023,1,0,200.0,196.42857142857142
2023-01-11,1,2,212,11,1,2023,2,0,206.0,196.14285714285714
2023-01-12,1,2,204,12,1,2023,3,0,212.0,196.57142857142858
2023-01-13,1,2,194,13,1,2023,4,0,204.0,196.85714285714286
2023-01-14,1,2,199,14,1,2023,5,1,194.0,198.14285714285714
2023-01-15,1,2,192,15,1,2023,6,1,199.0,200.42857142857142
2023-01-16,1,2,196,16,1,2023,0,0,192.0,201.0
2023-01-17,1,2,215,17,1,2023,1,0,196.0,200.42857142857142
2023-01-18,1,2,214,18,1,2023,2,0,215.0,201.71428571428572
2023-01-19,1,2,212,19,1,2023,3,0,214.0,202.0
2023-01-20,1,2,194,20,1,2023,4,0,212.0,203.14285714285714
2023-01-21,1,2,194,21,1,2023,5,1,194.0,203.14285714285714
2023-01-22,1,2,184,22,1,2023,6,1,194.0,202.42857142857142
2023-01-23,1,2,203,23,1,2023,0,0,184.0,201.28571428571428
2023-01-24,1,2,206,24,1,2023,1,0,203.0,202.28571428571428
2023-01-25,1,2,202,25,1,2023,2,0,206.0,201.0
2023-01-26,1,2,209,26,1,2023,3,0,202.0,199.28571428571428
2023-01-27,1,2,186,27,1,2023,4,0,209.0,198.85714285714286
2023-01-28,1,2,180,28,1,2023,5,1,186.0,197.71428571428572
2023-01-29,1,2,193,29,1,2023,6,1,180.0,195.71428571428572
2023-01-30,1,2,202,30,1,2023,0,0,193.0,197.0
2023-01-31,1,2,212,31,1,2023,1,0,202.0,196.85714285714286
2023-02-01,1,2,213,1,2,2023,2,0,212.0,197.71428571428572
2023-02-02,1,2,211,2,2,2023,3,0,213.0,199.28571428571428
2023-02-03,1,2,199,3,2,2023,4,0,211.0,199.57142857142858
2023-02-04,1,2,189,4,2,2023,5,1,199.0,201.42857142857142
2023-02-05,1,2,192,5,2,2023,6,1,189.0,202.71428571428572
2023-02-06,1,2,199,6,2,2023,0,0,192.0,202.57142857142858
2023-02-07,1,2,209,7,2,2023,1,0,199.0,202.14285714285714
2023-02-08,1,2,205,8,2,2023,2,0,209.0,201.71428571428572
2023-02-09,1,2,206,9,2,2023,3,0,205.0,200.57142857142858
2023-02-10,1,2,196,10,2,2023,4,0,206.0,199.85714285714286
