date,store_id,product_id,sales
2023-06-13,1,1,178
2023-06-14,1,1,177
2023-06-15,1,1,173
2023-06-16,1,1,169
2023-06-17,1,1,153
2023-06-18,1,1,161
2023-06-19,1,1,169
2023-06-20,1,1,181
2023-06-21,1,1,177
2023-06-22,1,1,176
2023-06-23,1,1,170
2023-06-24,1,1,150
2023-06-25,1,1,167
2023-06-26,1,1,164
2023-06-27,1,1,172
2023-06-28,1,1,165
2023-06-29,1,1,170
2023-06-30,1,1,165
2023-07-01,1,1,158
2023-07-02,1,1,160
2023-07-03,1,1,164
2023-07-04,1,1,182
2023-07-05,1,1,185
2023-07-06,1,1,177
2023-07-07,1,1,156
2023-07-08,1,1,172
2023-07-09,1,1,163
2023-07-10,1,1,173
2023-07-11,1,1,171
2023-07-12,1,1,180
2023-07-13,1,1,177
2023-07-14,1,1,166
2023-07-15,1,1,166
2023-07-16,1,1,170
2023-07-17,1,1,164
2023-07-18,1,1,183
2023-07-19,1,1,183
2023-07-20,1,1,176
2023-07-21,1,1,159
2023-07-22,1,1,169
2023-07-23,1,1,166
2023-07-24,1,1,163
2023-07-25,1,1,179
2023-07-26,1,1,183
2023-07-27,1,1,179
2023-07-28,1,1,167
2023-07-29,1,1,164
2023-07-30,1,1,175
2023-07-31,1,1,180
2023-08-01,1,1,176
2023-08-02,1,1,180
2023-08-03,1,1,177
2023-08-04,1,1,160
2023-08-05,1,1,157
2023-08-06,1,1,157
2023-08-07,1,1,168
2023-08-08,1,1,188
2023-08-09,1,1,179
2023-08-10,1,1,173
2023-08-11,1,1,174
2023-08-12,1,1,162
2023-08-13,1,1,168
2023-08-14,1,1,170
2023-08-15,1,1,173
2023-08-16,1,1,186
2023-08-17,1,1,171
2023-08-18,1,1,168
2023-08-19,1,1,161
2023-08-20,1,1,168
2023-08-21,1,1,172
2023-08-22,1,1,182
2023-08-23,1,1,177
2023-08-24,1,1,189
2023-08-25,1,1,165
2023-08-26,1,1,171
2023-08-27,1,1,168
2023-08-28,1,1,176
2023-08-29,1,1,185
2023-08-30,1,1,176
2023-08-31,1,1,185
2023-09-01,1,1,169
2023-09-02,1,1,172
2023-09-03,1,1,167
2023-09-04,1,1,174
2023-09-05,1,1,178
2023-09-06,1,1,182
2023-09-07,1,1,183
2023-09-08,1,1,166
2023-09-09,1,1,157
2023-09-10,1,1,165
2023-09-11,1,1,181
2023-09-12,1,1,194
2023-09-13,1,1,183
2023-09-14,1,1,174
2023-09-15,1,1,171
2023-09-16,1,1,168
2023-09-17,1,1,172
2023-09-18,1,1,188
2023-09-19,1,1,187
2023-09-20,1,1,196
2023-09-21,1,1,180
2023-09-22,1,1,174
2023-09-23,1,1,165
2023-09-24,1,1,167
2023-09-25,1,1,177
2023-09-26,1,1,185
2023-09-27,1,1,185
2023-09-28,1,1,180
2023-09-29,1,1,180
2023-09-30,1,1,180
2023-10-01,1,1,168
2023-10-02,1,1,177
2023-10-03,1,1,189
2023-10-04,1,1,205
2023-10-05,1,1,184
2023-10-06,1,1,180
2023-10-07,1,1,177
2023-10-08,1,1,173
2023-10-09,1,1,184
2023-10-10,1,1,191
2023-10-11,1,1,195
2023-10-12,1,1,179
2023-10-13,1,1,177
2023-10-14,1,1,173
2023-10-15,1,1,175
2023-10-16,1,1,186
2023-10-17,1,1,190
2023-10-18,1,1,185
2023-10-19,1,1,188
2023-10-20,1,1,172
2023-10-21,1,1,168
2023-10-22,1,1,171
2023-10-23,1,1,180
2023-10-24,1,1,181
2023-10-25,1,1,197
2023-10-26,1,1,180
2023-10-27,1,1,185
2023-10-28,1,1,166
2023-10-29,1,1,180
2023-10-30,1,1,182
2023-10-31,1,1,181
2023-11-01,1,1,186
2023-11-02,1,1,193
2023-11-03,1,1,180
2023-11-04,1,1,172
2023-11-05,1,1,163
2023-11-06,1,1,189
2023-11-07,1,1,200
2023-11-08,1,1,201
2023-11-09,1,1,184
2023-11-10,1,1,180
2023-11-11,1,1,176
2023-11-12,1,1,168
2023-11-13,1,1,184
2023-11-14,1,1,196
2023-11-15,1,1,197
2023-11-16,1,1,182
2023-11-17,1,1,175
2023-11-18,1,1,178
2023-11-19,1,1,179
2023-11-20,1,1,173
2023-11-21,1,1,179
2023-11-22,1,1,193
2023-11-23,1,1,185
2023-11-24,1,1,178
2023-11-25,1,1,172
2023-11-26,1,1,182
2023-11-27,1,1,185
2023-11-28,1,1,194
2023-11-29,1,1,188
2023-11-30,1,1,172
2023-12-01,1,1,186
2023-12-02,1,1,186
2023-12-03,1,1,176
2023-12-04,1,1,186
2023-12-05,1,1,195
2023-12-06,1,1,204
2023-12-07,1,1,194
2023-12-08,1,1,184
2023-12-09,1,1,176
2023-12-10,1,1,178
2023-12-11,1,1,179
2023-12-12,1,1,192
2023-12-13,1,1,200
2023-12-14,1,1,189
2023-12-15,1,1,182
2023-12-16,1,1,171
2023-12-17,1,1,181
2023-12-18,1,1,179
2023-12-19,1,1,196
2023-12-20,1,1,196
2023-12-21,1,1,183
2023-12-22,1,1,188
2023-12-23,1,1,177
2023-12-24,1,1,189
2023-12-25,1,1,195
2023-12-26,1,1,191
2023-12-27,1,1,193
2023-12-28,1,1,186
2023-12-29,1,1,175
2023-12-30,1,1,176
2023-12-31,1,1,187
2023-01-01,1,2,179
2023-01-02,1,2,203
2023-01-03,1,2,208
2023-01-04,1,2,209
2023-01-05,1,2,202
2023-01-06,1,2,185
2023-01-07,1,2,183
2023-01-08,1,2,188
2023-01-09,1,2,200
2023-01-10,1,2,206
2023-01-11,1,2,212
2023-01-12,1,2,204
2023-01-13,1,2,194
2023-01-14,1,2,199
2023-01-15,1,2,192
2023-01-16,1,2,196
2023-01-17,1,2,215
2023-01-18,1,2,214
2023-01-19,1,2,212
2023-01-20,1,2,194
2023-01-21,1,2,194
2023-01-22,1,2,184
2023-01-23,1,2,203
2023-01-24,1,2,206
2023-01-25,1,2,202
2023-01-26,1,2,209
2023-01-27,1,2,186
2023-01-28,1,2,180
2023-01-29,1,2,193
2023-01-30,1,2,202
2023-01-31,1,2,212
2023-02-01,1,2,213
2023-02-02,1,2,211
2023-02-03,1,2,199
2023-02-04,1,2,189
2023-02-05,1,2,192
2023-02-06,1,2,199
2023-02-07,1,2,209
2023-02-08,1,2,205
2023-02-09,1,2,206
2023-02-10,1,2,196
2023-02-11,1,2,192
2023-02-12,1,2,194
2023-02-13,1,2,189
2023-02-14,1,2,204
2023-02-15,1,2,210
2023-02-16,1,2,205
2023-02-17,1,2,198
2023-02-18,1,2,193
2023-02-19,1,2,201
2023-02-20,1,2,203
2023-02-21,1,2,208
2023-02-22,1,2,203
2023-02-23,1,2,199
2023-02-24,1,2,200
2023-02-25,1,2,198
2023-02-26,1,2,202
2023-02-27,1,2,198
2023-02-28,1,2,209
2023-03-01,1,2,213
2023-03-02,1,2,217
2023-03-03,1,2,199
2023-03-04,1,2,201
2023-03-05,1,2,196
2023-03-06,1,2,209
2023-03-07,1,2,216
2023-03-08,1,2,214
2023-03-09,1,2,202
2023-03-10,1,2,198
2023-03-11,1,2,201
2023-03-12,1,2,200
2023-03-13,1,2,201
2023-03-14,1,2,210
2023-03-15,1,2,205
2023-03-16,1,2,215
2023-03-17,1,2,204
2023-03-18,1,2,194
2023-03-19,1,2,197
2023-03-20,1,2,193
2023-03-21,1,2,210
2023-03-22,1,2,221
2023-03-23,1,2,214
2023-03-24,1,2,202
2023-03-25,1,2,195
2023-03-26,1,2,201
2023-03-27,1,2,204
2023-03-28,1,2,205
2023-03-29,1,2,215
2023-03-30,1,2,212
2023-03-31,1,2,207
2023-04-01,1,2,189
2023-04-02,1,2,197
2023-04-03,1,2,205
2023-04-04,1,2,208
2023-04-05,1,2,218
2023-04-06,1,2,214
2023-04-07,1,2,200
2023-04-08,1,2,207
2023-04-09,1,2,197
2023-04-10,1,2,204
2023-04-11,1,2,212
2023-04-12,1,2,212
2023-04-13,1,2,208
2023-04-14,1,2,195
2023-04-15,1,2,196
2023-04-16,1,2,199
2023-04-17,1,2,196
2023-04-18,1,2,215
2023-04-19,1,2,217
2023-04-20,1,2,214
2023-04-21,1,2,209
2023-04-22,1,2,202
2023-04-23,1,2,197
2023-04-24,1,2,204
2023-04-25,1,2,219
2023-04-26,1,2,215
2023-04-27,1,2,206
2023-04-28,1,2,216
2023-04-29,1,2,197
2023-04-30,1,2,197
2023-05-01,1,2,198
2023-05-02,1,2,221
2023-05-03,1,2,214
2023-05-04,1,2,213
2023-05-05,1,2,209
2023-05-06,1,2,194
2023-05-07,1,2,202
2023-05-08,1,2,217
2023-05-09,1,2,205
2023-05-10,1,2,215
2023-05-11,1,2,209
2023-05-12,1,2,204
2023-05-13,1,2,200
2023-05-14,1,2,197
2023-05-15,1,2,207
2023-05-16,1,2,214
2023-05-17,1,2,218
2023-05-18,1,2,216
2023-05-19,1,2,211
2023-05-20,1,2,206
2023-05-21,1,2,206
2023-05-22,1,2,206
2023-05-23,1,2,219
2023-05-24,1,2,232
2023-05-25,1,2,220
2023-05-26,1,2,204
2023-05-27,1,2,209
2023-05-28,1,2,201
2023-05-29,1,2,208
2023-05-30,1,2,226
2023-05-31,1,2,215
2023-06-01,1,2,206
2023-06-02,1,2,212
2023-06-03,1,2,202
2023-06-04,1,2,205
2023-06-05,1,2,210
2023-06-06,1,2,219
2023-06-07,1,2,220
2023-06-08,1,2,214
2023-06-09,1,2,206
2023-06-10,1,2,201
2023-06-11,1,2,201
2023-06-12,1,2,210
2023-06-13,1,2,208
2023-06-14,1,2,226
2023-06-15,1,2,219
2023-06-16,1,2,208
2023-06-17,1,2,205
2023-06-18,1,2,207
2023-06-19,1,2,210
2023-06-20,1,2,219
2023-06-21,1,2,226
2023-06-22,1,2,219
2023-06-23,1,2,220
2023-06-24,1,2,212
2023-06-25,1,2,211
2023-06-26,1,2,210
2023-06-27,1,2,219
2023-06-28,1,2,219
2023-06-29,1,2,220
2023-06-30,1,2,196
2023-07-01,1,2,203
2023-07-02,1,2,205
2023-07-03,1,2,207
2023-07-04,1,2,227
2023-07-05,1,2,219
2023-07-06,1,2,221
2023-07-07,1,2,225
2023-07-08,1,2,197
2023-07-09,1,2,207
2023-07-10,1,2,213
2023-07-11,1,2,220
2023-07-12,1,2,229
2023-07-13,1,2,226
2023-07-14,1,2,215
2023-07-15,1,2,203
2023-07-16,1,2,220
2023-07-17,1,2,207
2023-07-18,1,2,219
2023-07-19,1,2,227
2023-07-20,1,2,221
2023-07-21,1,2,215
2023-07-22,1,2,215
2023-07-23,1,2,208
2023-07-24,1,2,217
2023-07-25,1,2,222
2023-07-26,1,2,230
2023-07-27,1,2,220
2023-07-28,1,2,211
2023-07-29,1,2,210
2023-07-30,1,2,215
2023-07-31,1,2,207
2023-08-01,1,2,227
2023-08-02,1,2,226
2023-08-03,1,2,227
2023-08-04,1,2,212
2023-08-05,1,2,215
2023-08-06,1,2,207
2023-08-07,1,2,207
2023-08-08,1,2,231
2023-08-09,1,2,224
2023-08-10,1,2,215
2023-08-11,1,2,214
2023-08-12,1,2,208
2023-08-13,1,2,215
2023-08-14,1,2,223
2023-08-15,1,2,227
2023-08-16,1,2,225
2023-08-17,1,2,225
2023-08-18,1,2,216
2023-08-19,1,2,213
2023-08-20,1,2,207
2023-08-21,1,2,218
2023-08-22,1,2,230
2023-08-23,1,2,236
2023-08-24,1,2,229
2023-08-25,1,2,216
2023-08-26,1,2,208
2023-08-27,1,2,215
2023-08-28,1,2,215
2023-08-29,1,2,224
2023-08-30,1,2,238
2023-08-31,1,2,227
2023-09-01,1,2,215
2023-09-02,1,2,215
2023-09-03,1,2,220
2023-09-04,1,2,219
2023-09-05,1,2,227
2023-09-06,1,2,228
2023-09-07,1,2,231
2023-09-08,1,2,222
2023-09-09,1,2,219
2023-09-10,1,2,219
2023-09-11,1,2,214
2023-09-12,1,2,231
2023-09-13,1,2,226
2023-09-14,1,2,224
2023-09-15,1,2,219
2023-09-16,1,2,217
2023-09-17,1,2,210
2023-09-18,1,2,211
2023-09-19,1,2,231
2023-09-20,1,2,246
2023-09-21,1,2,226
2023-09-22,1,2,219
2023-09-23,1,2,222
2023-09-24,1,2,218
2023-09-25,1,2,224
2023-09-26,1,2,233
2023-09-27,1,2,234
2023-09-28,1,2,222
2023-09-29,1,2,213
2023-09-30,1,2,223
2023-10-01,1,2,217
2023-10-02,1,2,224
2023-10-03,1,2,231
2023-10-04,1,2,238
2023-10-05,1,2,241
2023-10-06,1,2,223
2023-10-07,1,2,212
2023-10-08,1,2,216
2023-10-09,1,2,230
2023-10-10,1,2,230
2023-10-11,1,2,239
2023-10-12,1,2,218
2023-10-13,1,2,220
2023-10-14,1,2,218
2023-10-15,1,2,224
2023-10-16,1,2,221
2023-10-17,1,2,226
2023-10-18,1,2,234
2023-10-19,1,2,224
2023-10-20,1,2,221
2023-10-21,1,2,216
2023-10-22,1,2,211
2023-10-23,1,2,230
2023-10-24,1,2,233
2023-10-25,1,2,241
2023-10-26,1,2,221
2023-10-27,1,2,217
2023-10-28,1,2,219
2023-10-29,1,2,215
2023-10-30,1,2,226
2023-10-31,1,2,235
2023-11-01,1,2,237
2023-11-02,1,2,228
2023-11-03,1,2,224
2023-11-04,1,2,214
2023-11-05,1,2,223
2023-11-06,1,2,227
2023-11-07,1,2,236
2023-11-08,1,2,250
2023-11-09,1,2,227
2023-11-10,1,2,230
2023-11-11,1,2,205
2023-11-12,1,2,210
2023-11-13,1,2,222
2023-11-14,1,2,230
2023-11-15,1,2,239
2023-11-16,1,2,234
2023-11-17,1,2,223
2023-11-18,1,2,218
2023-11-19,1,2,224
2023-11-20,1,2,233
2023-11-21,1,2,230
2023-11-22,1,2,237
2023-11-23,1,2,233
2023-11-24,1,2,227
2023-11-25,1,2,216
2023-11-26,1,2,221
2023-11-27,1,2,230
2023-11-28,1,2,234
2023-11-29,1,2,236
2023-11-30,1,2,235
2023-12-01,1,2,225
2023-12-02,1,2,223
2023-12-03,1,2,217
2023-12-04,1,2,228
2023-12-05,1,2,237
2023-12-06,1,2,244
2023-12-07,1,2,230
2023-12-08,1,2,227
2023-12-09,1,2,222
2023-12-10,1,2,231
2023-12-11,1,2,226
2023-12-12,1,2,236
2023-12-13,1,2,236
2023-12-14,1,2,227
2023-12-15,1,2,236
2023-12-16,1,2,215
2023-12-17,1,2,220
2023-12-18,1,2,238
2023-12-19,1,2,231
2023-12-20,1,2,245
2023-12-21,1,2,229
2023-12-22,1,2,234
2023-12-23,1,2,212
2023-12-24,1,2,216
2023-12-25,1,2,230
2023-12-26,1,2,245
2023-12-27,1,2,242
2023-12-28,1,2,235
2023-12-29,1,2,235
2023-12-30,1,2,234
2023-12-31,1,2,228
2023-01-01,1,3,147
2023-01-02,1,3,146
2023-01-03,1,3,154
2023-01-04,1,3,160
2023-01-05,1,3,158
2023-01-06,1,3,151
2023-01-07,1,3,147
2023-01-08,1,3,147
2023-01-09,1,3,159
2023-01-10,1,3,161
2023-01-11,1,3,158
2023-01-12,1,3,157
2023-01-13,1,3,148
2023-01-14,1,3,130
2023-01-15,1,3,142
2023-01-16,1,3,155
2023-01-17,1,3,159
2023-01-18,1,3,160
2023-01-19,1,3,162
2023-01-20,1,3,144
2023-01-21,1,3,147
2023-01-22,1,3,139
2023-01-23,1,3,168
2023-01-24,1,3,161
2023-01-25,1,3,162
2023-01-26,1,3,164
2023-01-27,1,3,148
2023-01-28,1,3,152
2023-01-29,1,3,148
2023-01-30,1,3,154
2023-01-31,1,3,161
2023-02-01,1,3,170
2023-02-02,1,3,160
2023-02-03,1,3,153
2023-02-04,1,3,148
2023-02-05,1,3,148
2023-02-06,1,3,158
2023-02-07,1,3,162
2023-02-08,1,3,165
2023-02-09,1,3,154
2023-02-10,1,3,153
2023-02-11,1,3,137
2023-02-12,1,3,149
2023-02-13,1,3,154
2023-02-14,1,3,166
2023-02-15,1,3,161
2023-02-16,1,3,150
2023-02-17,1,3,150
2023-02-18,1,3,141
2023-02-19,1,3,140
2023-02-20,1,3,160
2023-02-21,1,3,172
2023-02-22,1,3,162
2023-02-23,1,3,161
2023-02-24,1,3,151
2023-02-25,1,3,144
2023-02-26,1,3,153
2023-02-27,1,3,162
2023-02-28,1,3,161
2023-03-01,1,3,167
2023-03-02,1,3,168
2023-03-03,1,3,157
2023-03-04,1,3,152
2023-03-05,1,3,157
2023-03-06,1,3,165
2023-03-07,1,3,171
2023-03-08,1,3,169
2023-03-09,1,3,161
2023-03-10,1,3,154
2023-03-11,1,3,146
2023-03-12,1,3,141
2023-03-13,1,3,157
2023-03-14,1,3,168
2023-03-15,1,3,166
2023-03-16,1,3,162
2023-03-17,1,3,154
2023-03-18,1,3,156
2023-03-19,1,3,150
2023-03-20,1,3,166
2023-03-21,1,3,154
2023-03-22,1,3,176
2023-03-23,1,3,170
2023-03-24,1,3,160
2023-03-25,1,3,140
2023-03-26,1,3,157
2023-03-27,1,3,160
2023-03-28,1,3,155
2023-03-29,1,3,176
2023-03-30,1,3,172
2023-03-31,1,3,147
2023-04-01,1,3,152
2023-04-02,1,3,160
2023-04-03,1,3,167
2023-04-04,1,3,173
2023-04-05,1,3,157
2023-04-06,1,3,169
2023-04-07,1,3,156
2023-04-08,1,3,156
2023-04-09,1,3,155
2023-04-10,1,3,161
2023-04-11,1,3,173
2023-04-12,1,3,170
2023-04-13,1,3,166
2023-04-14,1,3,155
2023-04-15,1,3,144
2023-04-16,1,3,157
2023-04-17,1,3,158
2023-04-18,1,3,169
2023-04-19,1,3,173
2023-04-20,1,3,156
2023-04-21,1,3,149
2023-04-22,1,3,151
2023-04-23,1,3,157
2023-04-24,1,3,167
2023-04-25,1,3,163
2023-04-26,1,3,176
2023-04-27,1,3,166
2023-04-28,1,3,154
2023-04-29,1,3,150
2023-04-30,1,3,160
2023-05-01,1,3,165
2023-05-02,1,3,172
2023-05-03,1,3,175
2023-05-04,1,3,173
2023-05-05,1,3,159
2023-05-06,1,3,155
2023-05-07,1,3,162
2023-05-08,1,3,163
2023-05-09,1,3,175
2023-05-10,1,3,172
2023-05-11,1,3,167
2023-05-12,1,3,160
2023-05-13,1,3,158
2023-05-14,1,3,163
2023-05-15,1,3,165
2023-05-16,1,3,165
2023-05-17,1,3,178
2023-05-18,1,3,182
2023-05-19,1,3,162
2023-05-20,1,3,147
2023-05-21,1,3,159
2023-05-22,1,3,166
2023-05-23,1,3,173
2023-05-24,1,3,180
2023-05-25,1,3,177
2023-05-26,1,3,165
2023-05-27,1,3,156
2023-05-28,1,3,164
2023-05-29,1,3,159
2023-05-30,1,3,171
2023-05-31,1,3,173
2023-06-01,1,3,171
2023-06-02,1,3,165
2023-06-03,1,3,156
2023-06-04,1,3,155
2023-06-05,1,3,172
2023-06-06,1,3,174
2023-06-07,1,3,177
2023-06-08,1,3,174
2023-06-09,1,3,163
2023-06-10,1,3,158
2023-06-11,1,3,165
2023-06-12,1,3,168
2023-06-13,1,3,180
2023-06-14,1,3,180
2023-06-15,1,3,182
2023-06-16,1,3,166
2023-06-17,1,3,162
2023-06-18,1,3,166
2023-06-19,1,3,169
2023-06-20,1,3,173
2023-06-21,1,3,176
2023-06-22,1,3,171
2023-06-23,1,3,160
2023-06-24,1,3,161
2023-06-25,1,3,158
2023-06-26,1,3,170
2023-06-27,1,3,176
2023-06-28,1,3,179
2023-06-29,1,3,177
2023-06-30,1,3,162
2023-07-01,1,3,163
2023-07-02,1,3,170
2023-07-03,1,3,172
2023-07-04,1,3,174
2023-07-05,1,3,177
2023-07-06,1,3,173
2023-07-07,1,3,163
2023-07-08,1,3,156
2023-07-09,1,3,163
2023-07-10,1,3,169
2023-07-11,1,3,179
2023-07-12,1,3,186
2023-07-13,1,3,174
2023-07-14,1,3,161
2023-07-15,1,3,159
2023-07-16,1,3,167
2023-07-17,1,3,175
2023-07-18,1,3,182
2023-07-19,1,3,178
2023-07-20,1,3,180
2023-07-21,1,3,172
2023-07-22,1,3,158
2023-07-23,1,3,164
2023-07-24,1,3,182
2023-07-25,1,3,176
2023-07-26,1,3,173
2023-07-27,1,3,183
2023-07-28,1,3,174
2023-07-29,1,3,160
2023-07-30,1,3,164
2023-07-31,1,3,166
2023-08-01,1,3,181
2023-08-02,1,3,188
2023-08-03,1,3,175
2023-08-04,1,3,173
2023-08-05,1,3,166
2023-08-06,1,3,168
2023-08-07,1,3,171
2023-08-08,1,3,179
2023-08-09,1,3,174
2023-08-10,1,3,175
2023-08-11,1,3,175
2023-08-12,1,3,159
2023-08-13,1,3,162
2023-08-14,1,3,177
2023-08-15,1,3,184
2023-08-16,1,3,187
2023-08-17,1,3,173
2023-08-18,1,3,183
2023-08-19,1,3,159
2023-08-20,1,3,168
2023-08-21,1,3,174
2023-08-22,1,3,177
2023-08-23,1,3,183
2023-08-24,1,3,179
2023-08-25,1,3,168
2023-08-26,1,3,170
2023-08-27,1,3,167
2023-08-28,1,3,169
2023-08-29,1,3,176
2023-08-30,1,3,188
2023-08-31,1,3,173
2023-09-01,1,3,173
2023-09-02,1,3,168
2023-09-03,1,3,163
2023-09-04,1,3,181
2023-09-05,1,3,175
2023-09-06,1,3,188
2023-09-07,1,3,181
2023-09-08,1,3,172
2023-09-09,1,3,161
2023-09-10,1,3,164
2023-09-11,1,3,185
2023-09-12,1,3,191
2023-09-13,1,3,190
2023-09-14,1,3,186
2023-09-15,1,3,177
2023-09-16,1,3,166
2023-09-17,1,3,170
2023-09-18,1,3,170
2023-09-19,1,3,185
2023-09-20,1,3,193
2023-09-21,1,3,179
2023-09-22,1,3,179
2023-09-23,1,3,169
2023-09-24,1,3,163
2023-09-25,1,3,173
2023-09-26,1,3,191
2023-09-27,1,3,191
2023-09-28,1,3,183
2023-09-29,1,3,173
2023-09-30,1,3,170
2023-10-01,1,3,175
2023-10-02,1,3,186
2023-10-03,1,3,194
2023-10-04,1,3,191
2023-10-05,1,3,183
2023-10-06,1,3,176
2023-10-07,1,3,172
2023-10-08,1,3,174
2023-10-09,1,3,186
2023-10-10,1,3,198
2023-10-11,1,3,189
2023-10-12,1,3,195
2023-10-13,1,3,182
2023-10-14,1,3,170
2023-10-15,1,3,180
2023-10-16,1,3,189
2023-10-17,1,3,186
2023-10-18,1,3,199
2023-10-19,1,3,190
2023-10-20,1,3,188
2023-10-21,1,3,169
2023-10-22,1,3,171
2023-10-23,1,3,171
2023-10-24,1,3,192
2023-10-25,1,3,193
2023-10-26,1,3,183
2023-10-27,1,3,177
2023-10-28,1,3,165
2023-10-29,1,3,180
2023-10-30,1,3,179
2023-10-31,1,3,205
2023-11-01,1,3,191
2023-11-02,1,3,183
2023-11-03,1,3,176
2023-11-04,1,3,165
2023-11-05,1,3,177
2023-11-06,1,3,180
2023-11-07,1,3,196
2023-11-08,1,3,191
2023-11-09,1,3,194
2023-11-10,1,3,182
2023-11-11,1,3,173
2023-11-12,1,3,183
2023-11-13,1,3,188
2023-11-14,1,3,206
2023-11-15,1,3,191
2023-11-16,1,3,188
2023-11-17,1,3,187
2023-11-18,1,3,166
2023-11-19,1,3,182
2023-11-20,1,3,186
2023-11-21,1,3,187
2023-11-22,1,3,187
2023-11-23,1,3,185
2023-11-24,1,3,168
2023-11-25,1,3,172
2023-11-26,1,3,180
2023-11-27,1,3,182
2023-11-28,1,3,199
2023-11-29,1,3,203
2023-11-30,1,3,196
2023-12-01,1,3,182
2023-12-02,1,3,164
2023-12-03,1,3,174
2023-12-04,1,3,184
2023-12-05,1,3,189
2023-12-06,1,3,194
2023-12-07,1,3,198
2023-12-08,1,3,173
2023-12-09,1,3,185
2023-12-10,1,3,182
